SearchBayesianSkopt: New best config found. Config 0: {'topK': 547, 'shrink': 4.840239408318247, 'similarity': 'dice'} - results: PRECISION: 0.0586397, PRECISION_RECALL_MIN_DEN: 0.0595568, RECALL: 0.0166696, MAP: 0.0209206, MAP_MIN_DEN: 0.0213203, MRR: 0.1594496, NDCG: 0.0611806, F1: 0.0259596, HIT_RATE: 0.4458141, ARHR_ALL_HITS: 0.1827793, NOVELTY: 0.0054156, AVERAGE_POPULARITY: 0.6233242, DIVERSITY_MEAN_INTER_LIST: 0.8294278, DIVERSITY_HERFINDAHL: 0.9829367, COVERAGE_ITEM: 0.0885985, COVERAGE_ITEM_CORRECT: 0.0219281, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4451282, DIVERSITY_GINI: 0.0059282, SHANNON_ENTROPY: 6.8259968, RATIO_DIVERSITY_HERFINDAHL: 0.9833064, RATIO_DIVERSITY_GINI: 0.0228812, RATIO_SHANNON_ENTROPY: 0.5485842, RATIO_AVERAGE_POPULARITY: 3.1162931, RATIO_NOVELTY: 0.0283319, 
SearchBayesianSkopt: Config 69 is suboptimal. Config: {'topK': 463, 'shrink': 0.5712179314205523, 'similarity': 'tanimoto'} - results: PRECISION: 0.0586543, PRECISION_RECALL_MIN_DEN: 0.0595722, RECALL: 0.0166741, MAP: 0.0209351, MAP_MIN_DEN: 0.0213405, MRR: 0.1597505, NDCG: 0.0612172, F1: 0.0259665, HIT_RATE: 0.4464744, ARHR_ALL_HITS: 0.1830141, NOVELTY: 0.0054312, AVERAGE_POPULARITY: 0.6163565, DIVERSITY_MEAN_INTER_LIST: 0.8368686, DIVERSITY_HERFINDAHL: 0.9836807, COVERAGE_ITEM: 0.0995072, COVERAGE_ITEM_CORRECT: 0.0240323, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4457875, DIVERSITY_GINI: 0.0066035, SHANNON_ENTROPY: 6.9344197, RATIO_DIVERSITY_HERFINDAHL: 0.9840507, RATIO_DIVERSITY_GINI: 0.0254877, RATIO_SHANNON_ENTROPY: 0.5572978, RATIO_AVERAGE_POPULARITY: 3.0814579, RATIO_NOVELTY: 0.0284138, 
SearchBayesianSkopt: Config 70 is suboptimal. Config: {'topK': 404, 'shrink': 5.708042869286712, 'similarity': 'tanimoto'} - results: PRECISION: 0.0583682, PRECISION_RECALL_MIN_DEN: 0.0592717, RECALL: 0.0165665, MAP: 0.0207750, MAP_MIN_DEN: 0.0211731, MRR: 0.1590045, NDCG: 0.0608843, F1: 0.0258080, HIT_RATE: 0.4460342, ARHR_ALL_HITS: 0.1819041, NOVELTY: 0.0054487, AVERAGE_POPULARITY: 0.6090963, DIVERSITY_MEAN_INTER_LIST: 0.8440516, DIVERSITY_HERFINDAHL: 0.9843990, COVERAGE_ITEM: 0.1138491, COVERAGE_ITEM_CORRECT: 0.0251952, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4453480, DIVERSITY_GINI: 0.0074287, SHANNON_ENTROPY: 7.0435054, RATIO_DIVERSITY_HERFINDAHL: 0.9847693, RATIO_DIVERSITY_GINI: 0.0286729, RATIO_SHANNON_ENTROPY: 0.5660647, RATIO_AVERAGE_POPULARITY: 3.0451608, RATIO_NOVELTY: 0.0285054, 
SearchBayesianSkopt: Config 71 is suboptimal. Config: {'topK': 499, 'shrink': 10.0, 'similarity': 'tversky'} - results: PRECISION: 0.0585516, PRECISION_RECALL_MIN_DEN: 0.0594870, RECALL: 0.0166536, MAP: 0.0209924, MAP_MIN_DEN: 0.0214000, MRR: 0.1593193, NDCG: 0.0611965, F1: 0.0259316, HIT_RATE: 0.4444200, ARHR_ALL_HITS: 0.1830221, NOVELTY: 0.0054289, AVERAGE_POPULARITY: 0.6178307, DIVERSITY_MEAN_INTER_LIST: 0.8353061, DIVERSITY_HERFINDAHL: 0.9835245, COVERAGE_ITEM: 0.1007808, COVERAGE_ITEM_CORRECT: 0.0232571, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4437363, DIVERSITY_GINI: 0.0065201, SHANNON_ENTROPY: 6.9113570, RATIO_DIVERSITY_HERFINDAHL: 0.9838944, RATIO_DIVERSITY_GINI: 0.0251660, RATIO_SHANNON_ENTROPY: 0.5554444, RATIO_AVERAGE_POPULARITY: 3.0888284, RATIO_NOVELTY: 0.0284016, 
SearchBayesianSkopt: Config 72 is suboptimal. Config: {'topK': 587, 'shrink': 5.744357785020634, 'similarity': 'dice'} - results: PRECISION: 0.0584856, PRECISION_RECALL_MIN_DEN: 0.0594533, RECALL: 0.0166601, MAP: 0.0209299, MAP_MIN_DEN: 0.0213334, MRR: 0.1593839, NDCG: 0.0611193, F1: 0.0259330, HIT_RATE: 0.4444934, ARHR_ALL_HITS: 0.1827597, NOVELTY: 0.0054093, AVERAGE_POPULARITY: 0.6260446, DIVERSITY_MEAN_INTER_LIST: 0.8266089, DIVERSITY_HERFINDAHL: 0.9826548, COVERAGE_ITEM: 0.0845562, COVERAGE_ITEM_CORRECT: 0.0213744, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4438095, DIVERSITY_GINI: 0.0056963, SHANNON_ENTROPY: 6.7858282, RATIO_DIVERSITY_HERFINDAHL: 0.9830245, RATIO_DIVERSITY_GINI: 0.0219861, RATIO_SHANNON_ENTROPY: 0.5453560, RATIO_AVERAGE_POPULARITY: 3.1298934, RATIO_NOVELTY: 0.0282993, 
SearchBayesianSkopt: Config 73 is suboptimal. Config: {'topK': 530, 'shrink': 10.0, 'similarity': 'tversky'} - results: PRECISION: 0.0585516, PRECISION_RECALL_MIN_DEN: 0.0594475, RECALL: 0.0165875, MAP: 0.0209427, MAP_MIN_DEN: 0.0213391, MRR: 0.1598022, NDCG: 0.0611903, F1: 0.0258514, HIT_RATE: 0.4457407, ARHR_ALL_HITS: 0.1831274, NOVELTY: 0.0054219, AVERAGE_POPULARITY: 0.6207676, DIVERSITY_MEAN_INTER_LIST: 0.8323079, DIVERSITY_HERFINDAHL: 0.9832247, COVERAGE_ITEM: 0.0953541, COVERAGE_ITEM_CORRECT: 0.0222604, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4450549, DIVERSITY_GINI: 0.0062359, SHANNON_ENTROPY: 6.8692240, RATIO_DIVERSITY_HERFINDAHL: 0.9835945, RATIO_DIVERSITY_GINI: 0.0240687, RATIO_SHANNON_ENTROPY: 0.5520583, RATIO_AVERAGE_POPULARITY: 3.1035114, RATIO_NOVELTY: 0.0283651, 
SearchBayesianSkopt: Config 74 is suboptimal. Config: {'topK': 500, 'shrink': 6.214514327189241, 'similarity': 'tanimoto'} - results: PRECISION: 0.0586030, PRECISION_RECALL_MIN_DEN: 0.0595008, RECALL: 0.0165804, MAP: 0.0210029, MAP_MIN_DEN: 0.0214030, MRR: 0.1594197, NDCG: 0.0612181, F1: 0.0258478, HIT_RATE: 0.4450070, ARHR_ALL_HITS: 0.1831086, NOVELTY: 0.0054262, AVERAGE_POPULARITY: 0.6187761, DIVERSITY_MEAN_INTER_LIST: 0.8343683, DIVERSITY_HERFINDAHL: 0.9834307, COVERAGE_ITEM: 0.0975691, COVERAGE_ITEM_CORRECT: 0.0230356, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4443223, DIVERSITY_GINI: 0.0064013, SHANNON_ENTROPY: 6.8979155, RATIO_DIVERSITY_HERFINDAHL: 0.9838006, RATIO_DIVERSITY_GINI: 0.0247071, RATIO_SHANNON_ENTROPY: 0.5543641, RATIO_AVERAGE_POPULARITY: 3.0935548, RATIO_NOVELTY: 0.0283875, 
SearchBayesianSkopt: Config 75 is suboptimal. Config: {'topK': 579, 'shrink': 0.1, 'similarity': 'dice'} - results: PRECISION: 0.0586103, PRECISION_RECALL_MIN_DEN: 0.0595383, RECALL: 0.0166111, MAP: 0.0209281, MAP_MIN_DEN: 0.0213275, MRR: 0.1589385, NDCG: 0.0611126, F1: 0.0258858, HIT_RATE: 0.4446401, ARHR_ALL_HITS: 0.1824950, NOVELTY: 0.0054068, AVERAGE_POPULARITY: 0.6268693, DIVERSITY_MEAN_INTER_LIST: 0.8257702, DIVERSITY_HERFINDAHL: 0.9825710, COVERAGE_ITEM: 0.0811230, COVERAGE_ITEM_CORRECT: 0.0216513, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4439560, DIVERSITY_GINI: 0.0056053, SHANNON_ENTROPY: 6.7757303, RATIO_DIVERSITY_HERFINDAHL: 0.9829406, RATIO_DIVERSITY_GINI: 0.0216348, RATIO_SHANNON_ENTROPY: 0.5445445, RATIO_AVERAGE_POPULARITY: 3.1340164, RATIO_NOVELTY: 0.0282859, 
SearchBayesianSkopt: Config 76 is suboptimal. Config: {'topK': 551, 'shrink': 5.698819914694548, 'similarity': 'tanimoto'} - results: PRECISION: 0.0585149, PRECISION_RECALL_MIN_DEN: 0.0594209, RECALL: 0.0165939, MAP: 0.0209201, MAP_MIN_DEN: 0.0213246, MRR: 0.1594058, NDCG: 0.0611275, F1: 0.0258556, HIT_RATE: 0.4449336, ARHR_ALL_HITS: 0.1827622, NOVELTY: 0.0054156, AVERAGE_POPULARITY: 0.6233324, DIVERSITY_MEAN_INTER_LIST: 0.8297467, DIVERSITY_HERFINDAHL: 0.9829686, COVERAGE_ITEM: 0.0901490, COVERAGE_ITEM_CORRECT: 0.0219835, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4442491, DIVERSITY_GINI: 0.0059847, SHANNON_ENTROPY: 6.8317027, RATIO_DIVERSITY_HERFINDAHL: 0.9833383, RATIO_DIVERSITY_GINI: 0.0230992, RATIO_SHANNON_ENTROPY: 0.5490428, RATIO_AVERAGE_POPULARITY: 3.1163340, RATIO_NOVELTY: 0.0283320, 
SearchBayesianSkopt: Config 77 is suboptimal. Config: {'topK': 597, 'shrink': 3.7322087999744964, 'similarity': 'tversky'} - results: PRECISION: 0.0585883, PRECISION_RECALL_MIN_DEN: 0.0595509, RECALL: 0.0166539, MAP: 0.0209775, MAP_MIN_DEN: 0.0213872, MRR: 0.1593546, NDCG: 0.0611909, F1: 0.0259355, HIT_RATE: 0.4441265, ARHR_ALL_HITS: 0.1829177, NOVELTY: 0.0054073, AVERAGE_POPULARITY: 0.6268985, DIVERSITY_MEAN_INTER_LIST: 0.8259358, DIVERSITY_HERFINDAHL: 0.9825875, COVERAGE_ITEM: 0.0851099, COVERAGE_ITEM_CORRECT: 0.0216513, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4434432, DIVERSITY_GINI: 0.0056856, SHANNON_ENTROPY: 6.7797652, RATIO_DIVERSITY_HERFINDAHL: 0.9829571, RATIO_DIVERSITY_GINI: 0.0219449, RATIO_SHANNON_ENTROPY: 0.5448687, RATIO_AVERAGE_POPULARITY: 3.1341627, RATIO_NOVELTY: 0.0282885, 
SearchBayesianSkopt: Config 78 is suboptimal. Config: {'topK': 512, 'shrink': 3.8832347309868362, 'similarity': 'tanimoto'} - results: PRECISION: 0.0588158, PRECISION_RECALL_MIN_DEN: 0.0597111, RECALL: 0.0166653, MAP: 0.0209964, MAP_MIN_DEN: 0.0214013, MRR: 0.1597150, NDCG: 0.0613430, F1: 0.0259716, HIT_RATE: 0.4467679, ARHR_ALL_HITS: 0.1832471, NOVELTY: 0.0054224, AVERAGE_POPULARITY: 0.6202842, DIVERSITY_MEAN_INTER_LIST: 0.8328981, DIVERSITY_HERFINDAHL: 0.9832837, COVERAGE_ITEM: 0.0934714, COVERAGE_ITEM_CORRECT: 0.0223157, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4460806, DIVERSITY_GINI: 0.0062241, SHANNON_ENTROPY: 6.8746272, RATIO_DIVERSITY_HERFINDAHL: 0.9836536, RATIO_DIVERSITY_GINI: 0.0240232, RATIO_SHANNON_ENTROPY: 0.5524925, RATIO_AVERAGE_POPULARITY: 3.1010945, RATIO_NOVELTY: 0.0283678, 
SearchBayesianSkopt: Config 79 is suboptimal. Config: {'topK': 444, 'shrink': 3.6945429700035644, 'similarity': 'dice'} - results: PRECISION: 0.0584636, PRECISION_RECALL_MIN_DEN: 0.0593681, RECALL: 0.0166075, MAP: 0.0208342, MAP_MIN_DEN: 0.0212401, MRR: 0.1591252, NDCG: 0.0609894, F1: 0.0258671, HIT_RATE: 0.4455206, ARHR_ALL_HITS: 0.1822043, NOVELTY: 0.0054367, AVERAGE_POPULARITY: 0.6142631, DIVERSITY_MEAN_INTER_LIST: 0.8386594, DIVERSITY_HERFINDAHL: 0.9838598, COVERAGE_ITEM: 0.1030511, COVERAGE_ITEM_CORRECT: 0.0239770, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4448352, DIVERSITY_GINI: 0.0068067, SHANNON_ENTROPY: 6.9622917, RATIO_DIVERSITY_HERFINDAHL: 0.9842299, RATIO_DIVERSITY_GINI: 0.0262720, RATIO_SHANNON_ENTROPY: 0.5595378, RATIO_AVERAGE_POPULARITY: 3.0709922, RATIO_NOVELTY: 0.0284426, 
SearchBayesianSkopt: Config 80 is suboptimal. Config: {'topK': 423, 'shrink': 9.232050348017541, 'similarity': 'cosine'} - results: PRECISION: 0.0579279, PRECISION_RECALL_MIN_DEN: 0.0587163, RECALL: 0.0161778, MAP: 0.0206592, MAP_MIN_DEN: 0.0209902, MRR: 0.1585238, NDCG: 0.0604294, F1: 0.0252921, HIT_RATE: 0.4414117, ARHR_ALL_HITS: 0.1810227, NOVELTY: 0.0055056, AVERAGE_POPULARITY: 0.5907148, DIVERSITY_MEAN_INTER_LIST: 0.8571802, DIVERSITY_HERFINDAHL: 0.9857117, COVERAGE_ITEM: 0.1727117, COVERAGE_ITEM_CORRECT: 0.0268564, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4407326, DIVERSITY_GINI: 0.0107036, SHANNON_ENTROPY: 7.2982711, RATIO_DIVERSITY_HERFINDAHL: 0.9860825, RATIO_DIVERSITY_GINI: 0.0413130, RATIO_SHANNON_ENTROPY: 0.5865395, RATIO_AVERAGE_POPULARITY: 2.9532631, RATIO_NOVELTY: 0.0288031, 
SearchBayesianSkopt: Config 81 is suboptimal. Config: {'topK': 521, 'shrink': 0.1, 'similarity': 'tanimoto'} - results: PRECISION: 0.0589038, PRECISION_RECALL_MIN_DEN: 0.0598524, RECALL: 0.0167075, MAP: 0.0210031, MAP_MIN_DEN: 0.0214032, MRR: 0.1596891, NDCG: 0.0613944, F1: 0.0260315, HIT_RATE: 0.4472082, ARHR_ALL_HITS: 0.1832790, NOVELTY: 0.0054183, AVERAGE_POPULARITY: 0.6217900, DIVERSITY_MEAN_INTER_LIST: 0.8314439, DIVERSITY_HERFINDAHL: 0.9831383, COVERAGE_ITEM: 0.0885431, COVERAGE_ITEM_CORRECT: 0.0222604, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4465201, DIVERSITY_GINI: 0.0060394, SHANNON_ENTROPY: 6.8520298, RATIO_DIVERSITY_HERFINDAHL: 0.9835081, RATIO_DIVERSITY_GINI: 0.0233105, RATIO_SHANNON_ENTROPY: 0.5506764, RATIO_AVERAGE_POPULARITY: 3.1086227, RATIO_NOVELTY: 0.0283460, 
SearchBayesianSkopt: Config 82 is suboptimal. Config: {'topK': 504, 'shrink': 9.212011715169927, 'similarity': 'dice'} - results: PRECISION: 0.0584782, PRECISION_RECALL_MIN_DEN: 0.0594002, RECALL: 0.0166126, MAP: 0.0209476, MAP_MIN_DEN: 0.0213487, MRR: 0.1591605, NDCG: 0.0611072, F1: 0.0258747, HIT_RATE: 0.4445667, ARHR_ALL_HITS: 0.1827430, NOVELTY: 0.0054264, AVERAGE_POPULARITY: 0.6187741, DIVERSITY_MEAN_INTER_LIST: 0.8340822, DIVERSITY_HERFINDAHL: 0.9834021, COVERAGE_ITEM: 0.0973476, COVERAGE_ITEM_CORRECT: 0.0229802, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4438828, DIVERSITY_GINI: 0.0063643, SHANNON_ENTROPY: 6.8923919, RATIO_DIVERSITY_HERFINDAHL: 0.9837720, RATIO_DIVERSITY_GINI: 0.0245645, RATIO_SHANNON_ENTROPY: 0.5539202, RATIO_AVERAGE_POPULARITY: 3.0935447, RATIO_NOVELTY: 0.0283887, 
SearchBayesianSkopt: Config 83 is suboptimal. Config: {'topK': 462, 'shrink': 1.2843075062897753, 'similarity': 'tversky'} - results: PRECISION: 0.0586030, PRECISION_RECALL_MIN_DEN: 0.0595089, RECALL: 0.0166727, MAP: 0.0209024, MAP_MIN_DEN: 0.0213041, MRR: 0.1594634, NDCG: 0.0611379, F1: 0.0259597, HIT_RATE: 0.4461809, ARHR_ALL_HITS: 0.1827139, NOVELTY: 0.0054321, AVERAGE_POPULARITY: 0.6161197, DIVERSITY_MEAN_INTER_LIST: 0.8371058, DIVERSITY_HERFINDAHL: 0.9837044, COVERAGE_ITEM: 0.1005039, COVERAGE_ITEM_CORRECT: 0.0240323, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4454945, DIVERSITY_GINI: 0.0066448, SHANNON_ENTROPY: 6.9387182, RATIO_DIVERSITY_HERFINDAHL: 0.9840745, RATIO_DIVERSITY_GINI: 0.0256471, RATIO_SHANNON_ENTROPY: 0.5576433, RATIO_AVERAGE_POPULARITY: 3.0802740, RATIO_NOVELTY: 0.0284181, 
SearchBayesianSkopt: Config 84 is suboptimal. Config: {'topK': 565, 'shrink': 10.0, 'similarity': 'tanimoto'} - results: PRECISION: 0.0583388, PRECISION_RECALL_MIN_DEN: 0.0592530, RECALL: 0.0165437, MAP: 0.0209449, MAP_MIN_DEN: 0.0213459, MRR: 0.1596545, NDCG: 0.0610741, F1: 0.0257775, HIT_RATE: 0.4436863, ARHR_ALL_HITS: 0.1829682, NOVELTY: 0.0054158, AVERAGE_POPULARITY: 0.6234817, DIVERSITY_MEAN_INTER_LIST: 0.8294773, DIVERSITY_HERFINDAHL: 0.9829416, COVERAGE_ITEM: 0.0916994, COVERAGE_ITEM_CORRECT: 0.0217620, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4430037, DIVERSITY_GINI: 0.0060084, SHANNON_ENTROPY: 6.8297457, RATIO_DIVERSITY_HERFINDAHL: 0.9833114, RATIO_DIVERSITY_GINI: 0.0231908, RATIO_SHANNON_ENTROPY: 0.5488855, RATIO_AVERAGE_POPULARITY: 3.1170805, RATIO_NOVELTY: 0.0283329, 
SearchBayesianSkopt: Config 85 is suboptimal. Config: {'topK': 450, 'shrink': 2.396170483061354, 'similarity': 'tanimoto'} - results: PRECISION: 0.0585663, PRECISION_RECALL_MIN_DEN: 0.0594370, RECALL: 0.0165757, MAP: 0.0208154, MAP_MIN_DEN: 0.0212217, MRR: 0.1586899, NDCG: 0.0609846, F1: 0.0258385, HIT_RATE: 0.4462543, ARHR_ALL_HITS: 0.1818973, NOVELTY: 0.0054348, AVERAGE_POPULARITY: 0.6148844, DIVERSITY_MEAN_INTER_LIST: 0.8384483, DIVERSITY_HERFINDAHL: 0.9838387, COVERAGE_ITEM: 0.1026635, COVERAGE_ITEM_CORRECT: 0.0239770, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4455678, DIVERSITY_GINI: 0.0067861, SHANNON_ENTROPY: 6.9588479, RATIO_DIVERSITY_HERFINDAHL: 0.9842088, RATIO_DIVERSITY_GINI: 0.0261923, RATIO_SHANNON_ENTROPY: 0.5592611, RATIO_AVERAGE_POPULARITY: 3.0740982, RATIO_NOVELTY: 0.0284326, 
SearchBayesianSkopt: Config 86 is suboptimal. Config: {'topK': 533, 'shrink': 2.8389014900047456, 'similarity': 'cosine'} - results: PRECISION: 0.0584122, PRECISION_RECALL_MIN_DEN: 0.0592869, RECALL: 0.0164310, MAP: 0.0208720, MAP_MIN_DEN: 0.0212240, MRR: 0.1585819, NDCG: 0.0608899, F1: 0.0256475, HIT_RATE: 0.4411916, ARHR_ALL_HITS: 0.1820763, NOVELTY: 0.0054613, AVERAGE_POPULARITY: 0.6062585, DIVERSITY_MEAN_INTER_LIST: 0.8437150, DIVERSITY_HERFINDAHL: 0.9843653, COVERAGE_ITEM: 0.1294645, COVERAGE_ITEM_CORRECT: 0.0242538, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4405128, DIVERSITY_GINI: 0.0078949, SHANNON_ENTROPY: 7.0559724, RATIO_DIVERSITY_HERFINDAHL: 0.9847356, RATIO_DIVERSITY_GINI: 0.0304722, RATIO_SHANNON_ENTROPY: 0.5670667, RATIO_AVERAGE_POPULARITY: 3.0309732, RATIO_NOVELTY: 0.0285709, 
SearchBayesianSkopt: Config 87 is suboptimal. Config: {'topK': 505, 'shrink': 10.0, 'similarity': 'tversky'} - results: PRECISION: 0.0586837, PRECISION_RECALL_MIN_DEN: 0.0596200, RECALL: 0.0166823, MAP: 0.0209650, MAP_MIN_DEN: 0.0213710, MRR: 0.1589201, NDCG: 0.0611995, F1: 0.0259793, HIT_RATE: 0.4455940, ARHR_ALL_HITS: 0.1826762, NOVELTY: 0.0054276, AVERAGE_POPULARITY: 0.6182941, DIVERSITY_MEAN_INTER_LIST: 0.8348422, DIVERSITY_HERFINDAHL: 0.9834781, COVERAGE_ITEM: 0.0996733, COVERAGE_ITEM_CORRECT: 0.0229249, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4449084, DIVERSITY_GINI: 0.0064642, SHANNON_ENTROPY: 6.9041876, RATIO_DIVERSITY_HERFINDAHL: 0.9838480, RATIO_DIVERSITY_GINI: 0.0249501, RATIO_SHANNON_ENTROPY: 0.5548682, RATIO_AVERAGE_POPULARITY: 3.0911453, RATIO_NOVELTY: 0.0283950, 
SearchBayesianSkopt: Config 88 is suboptimal. Config: {'topK': 565, 'shrink': 7.866328238693574, 'similarity': 'dice'} - results: PRECISION: 0.0584342, PRECISION_RECALL_MIN_DEN: 0.0593371, RECALL: 0.0165475, MAP: 0.0209270, MAP_MIN_DEN: 0.0213250, MRR: 0.1595001, NDCG: 0.0610862, F1: 0.0257914, HIT_RATE: 0.4446401, ARHR_ALL_HITS: 0.1828212, NOVELTY: 0.0054141, AVERAGE_POPULARITY: 0.6241330, DIVERSITY_MEAN_INTER_LIST: 0.8285202, DIVERSITY_HERFINDAHL: 0.9828459, COVERAGE_ITEM: 0.0891522, COVERAGE_ITEM_CORRECT: 0.0217066, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4439560, DIVERSITY_GINI: 0.0058908, SHANNON_ENTROPY: 6.8146921, RATIO_DIVERSITY_HERFINDAHL: 0.9832156, RATIO_DIVERSITY_GINI: 0.0227370, RATIO_SHANNON_ENTROPY: 0.5476757, RATIO_AVERAGE_POPULARITY: 3.1203364, RATIO_NOVELTY: 0.0283243, 
SearchBayesianSkopt: Config 89 is suboptimal. Config: {'topK': 526, 'shrink': 2.359068489262426, 'similarity': 'dice'} - results: PRECISION: 0.0587864, PRECISION_RECALL_MIN_DEN: 0.0597523, RECALL: 0.0167275, MAP: 0.0209970, MAP_MIN_DEN: 0.0214031, MRR: 0.1599036, NDCG: 0.0613656, F1: 0.0260443, HIT_RATE: 0.4466945, ARHR_ALL_HITS: 0.1833826, NOVELTY: 0.0054178, AVERAGE_POPULARITY: 0.6222426, DIVERSITY_MEAN_INTER_LIST: 0.8305798, DIVERSITY_HERFINDAHL: 0.9830519, COVERAGE_ITEM: 0.0890415, COVERAGE_ITEM_CORRECT: 0.0220942, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4460073, DIVERSITY_GINI: 0.0060024, SHANNON_ENTROPY: 6.8419555, RATIO_DIVERSITY_HERFINDAHL: 0.9834217, RATIO_DIVERSITY_GINI: 0.0231674, RATIO_SHANNON_ENTROPY: 0.5498668, RATIO_AVERAGE_POPULARITY: 3.1108854, RATIO_NOVELTY: 0.0283437, 
SearchBayesianSkopt: Config 90 is suboptimal. Config: {'topK': 562, 'shrink': 7.454650604537781, 'similarity': 'tversky'} - results: PRECISION: 0.0583608, PRECISION_RECALL_MIN_DEN: 0.0592637, RECALL: 0.0165250, MAP: 0.0209010, MAP_MIN_DEN: 0.0213013, MRR: 0.1590655, NDCG: 0.0610000, F1: 0.0257569, HIT_RATE: 0.4433194, ARHR_ALL_HITS: 0.1824762, NOVELTY: 0.0054147, AVERAGE_POPULARITY: 0.6237885, DIVERSITY_MEAN_INTER_LIST: 0.8292886, DIVERSITY_HERFINDAHL: 0.9829228, COVERAGE_ITEM: 0.0902043, COVERAGE_ITEM_CORRECT: 0.0218174, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4426374, DIVERSITY_GINI: 0.0059559, SHANNON_ENTROPY: 6.8251387, RATIO_DIVERSITY_HERFINDAHL: 0.9832925, RATIO_DIVERSITY_GINI: 0.0229883, RATIO_SHANNON_ENTROPY: 0.5485153, RATIO_AVERAGE_POPULARITY: 3.1186141, RATIO_NOVELTY: 0.0283274, 
SearchBayesianSkopt: Config 91 is suboptimal. Config: {'topK': 573, 'shrink': 10.0, 'similarity': 'tanimoto'} - results: PRECISION: 0.0585223, PRECISION_RECALL_MIN_DEN: 0.0594381, RECALL: 0.0166189, MAP: 0.0210008, MAP_MIN_DEN: 0.0214056, MRR: 0.1597656, NDCG: 0.0612232, F1: 0.0258866, HIT_RATE: 0.4444934, ARHR_ALL_HITS: 0.1832859, NOVELTY: 0.0054145, AVERAGE_POPULARITY: 0.6240489, DIVERSITY_MEAN_INTER_LIST: 0.8288307, DIVERSITY_HERFINDAHL: 0.9828770, COVERAGE_ITEM: 0.0916994, COVERAGE_ITEM_CORRECT: 0.0216513, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4438095, DIVERSITY_GINI: 0.0059655, SHANNON_ENTROPY: 6.8212837, RATIO_DIVERSITY_HERFINDAHL: 0.9832467, RATIO_DIVERSITY_GINI: 0.0230252, RATIO_SHANNON_ENTROPY: 0.5482055, RATIO_AVERAGE_POPULARITY: 3.1199160, RATIO_NOVELTY: 0.0283263, 
SearchBayesianSkopt: Config 92 is suboptimal. Config: {'topK': 459, 'shrink': 0.9653310667918056, 'similarity': 'dice'} - results: PRECISION: 0.0583021, PRECISION_RECALL_MIN_DEN: 0.0592128, RECALL: 0.0165806, MAP: 0.0208587, MAP_MIN_DEN: 0.0212570, MRR: 0.1593339, NDCG: 0.0609440, F1: 0.0258186, HIT_RATE: 0.4444200, ARHR_ALL_HITS: 0.1824422, NOVELTY: 0.0054317, AVERAGE_POPULARITY: 0.6162865, DIVERSITY_MEAN_INTER_LIST: 0.8365942, DIVERSITY_HERFINDAHL: 0.9836533, COVERAGE_ITEM: 0.0984551, COVERAGE_ITEM_CORRECT: 0.0235340, COVERAGE_USER: 0.9984615, COVERAGE_USER_CORRECT: 0.4437363, DIVERSITY_GINI: 0.0065689, SHANNON_ENTROPY: 6.9309301, RATIO_DIVERSITY_HERFINDAHL: 0.9840233, RATIO_DIVERSITY_GINI: 0.0253542, RATIO_SHANNON_ENTROPY: 0.5570174, RATIO_AVERAGE_POPULARITY: 3.0811081, RATIO_NOVELTY: 0.0284162, 
